title,company,salary,work,place,skills,decriptions
"Lead Quality Control Engineer (QA QC, Tester)",MODEC,"3,000 - 5,000 USD",At office,Ho Chi Minh,"QA QC, Tester, Automation Test, ","First class software engineering culture, Greenfield product, real world problems, Dynamic start-up atmosphere, "
Senior Mobile Engineer (Flutter/iOS),"MONEY FORWARD VIETNAM CO.,LTD",You'll love it,Hybrid,Ho Chi Minh,"Flutter, iOS, ","Hybrid working; Flexible time; Macbook Pro, L&D programs; 17 days off, 13.7 million B2C users; 140,000+ business customer, "
"Senior Tester (QC, Agile)",BlueStars Việt Nam,"600 - 1,000 USD",At office,Ha Noi,"Agile, PostgreSql, SQL, ",
"Senior QA/QC Engineer (Manual, English)",SMG Swiss Marketplace Group,"2,000 - 3,000 USD",Hybrid,Ho Chi Minh,"QA QC, Agile, English, ",
"Mid/Senior Backend Developer (Python, FastAPI, CDN)",BlueStars Việt Nam,"1,000 - 1,400 USD",At office,Ha Noi,"Python, PostgreSql, ",
IT Communicator (Japanese Speaking),Pasona Tech Việt Nam,"500 - 1,000 USD",At office,Ho Chi Minh,"Japanese, Bridge Engineer, ","Cơ hội thăng tiến cao, Môi trường làm việc thân thiện và năng động, Chế độ phúc lợi tốt, "
"Full Stack Developer (Java, JavaScript)",mgm technology partners Vietnam,You'll love it,Hybrid,Ho Chi Minh - Da Nang,"JavaScript, ReactJS, Java, ","Attractive Package, Europe onsite opportunities, Private health care for family, "
"Kỹ sư cầu nối (BrSE, Japanese Speaking)",Pasona Tech Việt Nam,"1,000 - 2,000 USD",At office,Ho Chi Minh,"Bridge Engineer, Japanese, ","Cơ hội thăng tiến cao, Môi trường làm việc thân thiện và năng động, Chế độ phúc lợi tốt, "
"3D Modeler (Maya, Games)",Công ty TNHH Thankslab Việt Nam,You'll love it,At office,Ho Chi Minh,"Games, Designer, English, ",
Backend Developer (NodeJS),RealEstateDoc,You'll love it,At office,Ho Chi Minh,"NodeJS, JavaScript, MySQL, ",
"Junior Programmer (C#, Vue.js, Nuxt.js)",Pasona Tech Việt Nam,You'll love it,At office,Ho Chi Minh,"C#, VueJS, TypeScript, ","High promotion opportunities, Stable and professional working environment, Good company welfare, "
Frontend Developer (Angular /HTML5),RealEstateDoc,Competitive,At office,Ho Chi Minh,"TypeScript, HTML5, Angular, ",
Senior UI/UX Designer,"CJ OLIVENETWORKS VINA CO., LTD","1,000 - 1,500 USD",At office,Ho Chi Minh,"UI-UX, Product Designer, Designer, ",
Graphic Designer,what3words,"1,300 - 1,400 USD",Hybrid,Ho Chi Minh,N/A,"A very clear, global mission, A product already in use across in 190+ countries, Hybrid work, 25 days holiday + 6 weeks remote!, "
Product Manager,what3words,"1,500 - 2,500 USD",Hybrid,Ho Chi Minh,"Product Manager, Agile, English, ","A very clear, global mission, A product already in use across in 190+ countries, Hybrid work, 25 days holiday + 6 weeks remote!, "
IBM Maximo Developer,LG CNS Việt Nam,You'll love it,At office,Ha Noi,"Java, JavaScript, Python, ","Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
Accolade Engineer (Backend/Frontend),LG CNS Việt Nam,You'll love it,At office,Ha Noi,"Python, Spring Boot, Java, ","Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
"TeamCenter Engineer (ActiveWorkspace, BMIDE, React)",LG CNS Việt Nam,You'll love it,At office,Ha Noi,"Java, C++, C#, ","Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
Technical Project Manager - eKYC,Trusting Social,You'll love it,At office,Ho Chi Minh,"Project Manager, Agile, ","Top Salary, Awesome Benefits, Premium healthcare for 3 members in family, Grab to work, Lunch allowance for all employee, "
"2 Middle PHP Developer (Laravel, OOP)",DKIV,You'll love it,At office,Ho Chi Minh,"PHP, JavaScript, Laravel, ",
Senior DevOps Engineer,DatVietVAC,You'll love it,At office,Ho Chi Minh,"DevOps, System Engineer, ",
Product Owner,VETC Viet Nam Joint Stock Company,"1,300 - 1,800 USD",At office,Ho Chi Minh,"Product Owner, UI-UX, ",
Senior DevOps Engineer/Linux System Administrator (GCP),GHN,You'll love it,At office,Ho Chi Minh,"DevOps, GCP, Linux, ",
IT COMTOR (Japanese N1) - Up to 40M,Dr.JOY,"800 - 1,600 USD",At office,Ha Noi,"Japanese, IT Support, ",
C++ Software Developer (minimum 8-10 years experience),Grasshopper Asia,>50-70mil vnd gross,Hybrid,Ho Chi Minh,"C++, English, Python, ",
Azure DevOps Engineer (Cloud),MEGAZONE,You'll love it,At office,Ha Noi,"DevOps, Cloud, Azure, ",
C/C++ Developer,Splus Software Vietnam,You'll love it,At office,Ho Chi Minh,"C++, Database, C language, ",
Gấp - Bridge Engineer upto 3000 USD,CO-WELL ASIA,"2,000 - 3,000 USD",At office,Ha Noi,"Bridge Engineer, Project Manager, Japanese, ","Dự án product thị trường Nhật, domain về mảng EC, Chúng tôi đang đầu tư build team tại Việt Nam, Đã IPO năm 2022, muốn mở rộng dịch vụ sang Châu Á, "
Senior Manual Software Tester (QA/QC 4yrs Exp),Rakus Vietnam Company,"1,300 - 1,600 USD",At office,Ho Chi Minh,"QA QC, Tester, ",
Senior Solution Architect,Techcombank,You'll love it,At office,Ha Noi,"Solution Architect, Cloud, Java, ",
IT Project Manager,Techcombank,You'll love it,At office,Ha Noi,"Project Manager, Data Warehousing, Agile, ",
Enterprise Architect,Techcombank,You'll love it,At office,Ha Noi,"Software Architect, Team Leader, Solution Architect, ",
"Shopify Developer (HTML, JavaScript, CSS)",Digital Outlook,You'll love it,At office,Ha Noi,"JavaScript, Shopify, CSS, ",
Oracle Support Specialist,ELCA,You'll love it,At office,Ho Chi Minh,"Oracle, System Admin, English, ","Attractive remuneration package with 18 days off, Smart people, interesting project & swiss quality, Travel opportunities to Switzerland, "
Unity 3D Developer – Enterprise 3D Application,Intratech Corp,You'll love it,At office,Ho Chi Minh - Da Nang,"Unity, .NET, C#, ",
3D Engineer (ThreeJS),AKILA,You'll love it,At office,Ha Noi,"JavaScript, Unity, HTML5, ","We are a green team not a mean team, Attractive package, Flexible working time, "
"DevOps Engineer (AWS, Cloud)",CUBICSTACK SOLUTIONS,You'll love it,At office,Ho Chi Minh,"DevOps, Cloud, AWS, ",
"Senior QA Engineer (Automation, Python, Cypress)",Outpost24,Up to $2000,At office,Ha Noi,"QA QC, Automation Test, Python, ","Very competitive salary with 100% during probation, Creativity, innovation and work-life balance, Flexible working hours, no overtime, "
Software Developer (JavaScript/.NET/Java),GrapeCity,"35,000,000 - 55,000,000đ",At office,Ha Noi,"JavaScript, TypeScript, .NET, ","Enjoyable Team Environment, Engaging and Innovative Work, 13 month salary and bonus, "
"System Engineer (Embedded, Linux)",Samsung Electronics HCMC CE Complex,"700 - 2,000 USD",At office,Ho Chi Minh,"Embedded, Linux, C++, ","Attractive Salary & Benefit, Yearly Performance Bonus (2 Times/Year), Premium Health Insurance, "
Business Analyst (Japanese/ BrSE/ PM),Asilla,"1,500 - 1,800 USD",At office,Ha Noi,"Business Analyst, Bridge Engineer, Japanese, ",
"Middle Full-Stack Developer (.NET, ReactJS)",Aperia Solutions Vietnam Co Ltd,You'll love it,Hybrid,Ho Chi Minh,".NET, English, ReactJS, ",
(Senior) QA Automation Engineer (Playwright/TypeScript),Aperia Solutions Vietnam Co Ltd,You'll love it,Hybrid,Ho Chi Minh,"Automation Test, English, QA QC, ",
"Senior Full-Stack Developer (.NET, ReactJS, NodeJS)",Aperia Solutions Vietnam Co Ltd,You'll love it,Hybrid,Ho Chi Minh,".NET, NodeJS, ReactJS, ","Premium Healthcare program for you and your family, Monthly Childcare Support, Annual leave: 15 days & Paternity leave: 6 weeks, "
"Blockchain Protocol Engineer (Solidity, Golang)",Bitcoin Builders,"1,500 - 2,500 USD",At office,Ho Chi Minh,"Golang, JavaScript, Solidity, ","Attractive salary package & token bonus, Working on advanced blockchain technology, Talented long-time builders in crypto, "
"Leader Javascript Developer (VueJS, NodeJS)",AZoom VietNam,"1,500 - 2,000 USD",At office,Ha Noi - Da Nang,"JavaScript, NodeJS, VueJS, ",
Quality Engineer Lead (Up to 30 months of salary/year),Crossian,Up to 30 months,At office,Ha Noi,"QA QC, Automation Test, Manager, ",
Fullstack Developer (ReactJS & PHP/ NodeJS),Xipat Flexible Solutions Company Limited,"600 - 1,700 USD",At office,Ha Noi,"ReactJS, NodeJS, PHP, ",
"Solution Architect (System Architecture, Cloud, DevOps)",Simple Tech Investment,"3,000 - 4,000 USD",At office,Ho Chi Minh,"Solution Architect, Cloud, DevOps, ",
[Fresher/Experienced] Unity Game Developer,NEXON DEV VINA,You'll love it,At office,Ho Chi Minh,N/A,"13th Month salary, work 5 days a week, Annual Company Trip, Quarterly team building, Premium health insurance, Annual Health check-up, "
Product Owner,ITviec,You'll love it,Hybrid,Ho Chi Minh,"Product Owner, Business Analyst, Product Manager, ","Salary Review twice per year: April & October, Laptop & Screen provided, Great hours! 8:30 - 17:00 M-F (1 day WFH) & No OT, "
Middle/Senior Java Developer,MB Ageas Life,"1,000 - 2,200 USD",At office,Ha Noi,"Java, Spring, Database, ","Competitive salary with 14-month minimum package, MIC Premium Healthcare, Life & Cancer Insurance, 15 days for annual leave & wellness allowance, "
"Android Developer (Kotlin, Java)",Technify Technology,"1,200 - 2,000 USD",At office,Ho Chi Minh,"Android, Java, Kotlin, ","Thử việc 100% lương, Gói khám sức khỏe cao cấp, Thưởng hấp dẫn theo doanh thu 2 quý/lần, "
VTS - Tư Vấn Giải Pháp - Presales Engineer,Viettel Group,You'll love it,At office,Ha Noi,"Presale, Business Analyst, Salesforce, ",
Senior React Native Developer,KMS Healthcare,"1,000 - 3,500 USD",Hybrid,Ho Chi Minh - Da Nang,"React Native, JavaScript, TypeScript, ",
Sr Front-end Developer (NextJS/TypeScript/ReactJS),IT Consultis,Upto 3200$,At office,Ho Chi Minh,"NextJS, ReactJS, TypeScript, ","Competitive salary package and company benefits, Team buildings and activities, Flexible holidays benefits, "
"Senior Java Developer (Spring Boot,JavaEE,Good English)",Unifiedpost,You'll love it,Hybrid,Ho Chi Minh,"Java, Spring, English, ",
Creative 2D Artist,VNGGames,You'll love it,At office,Ho Chi Minh,"Designer, Project Manager, ",
Senior AI Engineer (Game Development),VNGGames,"1,000 - 2,000 USD",At office,Ho Chi Minh,"Python, Django, ",
Data Science,VNGGames,"1,000 - 2,000 USD",At office,Ho Chi Minh,"Data Science, Python, ",
Senior Tester,Castalk,"1,000 - 2,000 USD",At office,Ha Noi,"QA QC, English, ",
[Hybrid] Android Developer (Kotlin),Nimble,You'll love it,Hybrid,Ho Chi Minh - Da Nang,"Android, Flutter, Kotlin, ","Clear career track and solid processes, International world-class team (16+ nationalities), Top notch clients and benefits, "
Senior Android Developer (Java/ Kotlin) ~ Upto 2700$,Rwazi,Up to 2700$,At office,Ha Noi,"Android, Kotlin, Java, ",
"Bridge Engineer (BrSE,Project Manager)",Persol Career Tech Studio Vietnam,"2,000 - 3,000 USD",Hybrid,Ho Chi Minh,"Bridge Engineer, Project Manager, Japanese, ","Flexible working time (Hybrid), Competitive salary, bonus, expenses and allowances, Chance to upgrade current position, "
"Project Manager (3-5 years, IT product)",Dcorp Vietnam,You'll love it,At office,Ho Chi Minh,"Project Manager, Cloud, Scrum, ",
Frontend Developer (Wordpress/CSS/HTML_HYBRID working),EXIDEA VIETNAM,You'll love it,Hybrid,Ha Noi,"Wordpress, CSS, ",
Senior Frontend Engineer (ReactJS),Skedulo Vietnam,You'll love it,Hybrid,Ho Chi Minh,"JavaScript, NodeJS, ReactJS, ",
AI Technical Leader,FPT Software,You'll love it,At office,Ho Chi Minh,"AI, Machine Learning, Team Leader, ",
Middle Pentest (Cloud/Mobile),Mcredit - Công ty Tài chính TNHH MB Shinsei,You'll love it,At office,Ha Noi,"Cloud, Linux, Security, ",
Python Engineer,"MONEY FORWARD VIETNAM CO.,LTD",You'll love it,Hybrid,Ho Chi Minh,"Python, Django, ","Hybrid working; Flexible time; Macbook Pro, L&D programs; 17 days off, 13.7 million B2C users; 140,000+ business customer, "
"Japanese N3 Software Devs (Java, .NET, Python, ReactJS)","Toshiba Software Development (Viet Nam) Co, Ltd",Salary: 600$ - 2000$,At office,Ha Noi,"Java, .NET, Japanese, ","Attractive salary package: up to 15-month/ year, Clear career path development, Plenty of onsite/ business trip to Japan., "
"Fullstack developers: (Node, React/Vue)",HDWEBSOFT,Attractive salary,At office,Ho Chi Minh,N/A,
Backend NodeJS Developer (Urgent-Up to $2000),Ewoosoft Vietnam,"1,500 - 2,000 USD",At office,Ha Noi,"NodeJS, English, MySQL, ",
Data Scientist/Machine Learning Engineer,R1 Concepts,"1,000 - 2,000 USD",Hybrid,Ha Noi,"Python, AWS, ",
Middle/Senior Data Scientist,MTI TECHNOLOGY,You'll love it,Hybrid,Ho Chi Minh,"Data Science, Python, Machine Learning, ","Working in one of the Best Places to Work, Hybrid working and Flexible working hours, 13th-month salary and Performance bonus, "
Lead Mainframe engineer (IAM/CyberSecurity),NAB Innovation Centre Vietnam,You'll love it,Hybrid,Ho Chi Minh - Ha Noi,"Security, Cloud, DevOps, ",
PHP Developer (Shopify/WooCommerce/BigCommerce/Magento),Forix,You'll love it,At office,Ho Chi Minh,"PHP, Wordpress, Magento, ",
"Software Engineer (.NET, C#, SQL)",MiTek Viet Nam,You'll love it,At office,Ho Chi Minh,".NET, C#, SQL, ",
"Data Engineer (Python, SQL, AWS)",GemCommerce,You'll love it,At office,Ha Noi,"Database, SQL, Python, ",
Product Owner/Project Leader (Agile),GemCommerce,You'll love it,At office,Ha Noi,"Product Owner, Project Manager, Agile, ",
Senior Developer ( .Net /C#/ NodeJS/ VueJS ),iRender Việt Nam,"800 - 1,500 USD",At office,Ha Noi,".NET, NodeJS, C#, ",
"Bridge Software Engineer (JLPT N3, Java)","Toshiba Software Development (Viet Nam) Co, Ltd",You'll love it,At office,Ha Noi,"Bridge Engineer, Java, Japanese, ","Attractive salary package: up to 15-month/ year, Clear career path development, Plenty of onsite/ business trip to Japan., "
Quản Lý Dự Án (Project Manager),"Tri Nam Group Co.,JSC","900 - 1,500 USD",At office,Ha Noi,"Project Manager, Manager, ","Môi trường làm việc lý tưởng, Đào tạo và phát triển, Quyền lợi ngập tràn, "
PHP Developer (JP No.1 E-Commerce Platform),YRGLM Việt Nam,"Up to 35,000,000(gross)",At office,Ho Chi Minh,"PHP, Laravel, Symfony, ","Young/Dynamic/Free/Team-work, Learning and Experiencing New IT Skills, Career Path to PM, "
Junior Tester,Rexy Technology,You'll love it,Hybrid,Ho Chi Minh,"Tester, Automation Test, ",
Senior Product Designer,Surbana Technologies Pte. Ltd.,"1,000 - 2,500 USD",Hybrid,Ho Chi Minh,"Product Designer, Product Manager, Product Owner, ",
"Senior Tizen Developer (Embedded, Linux)",Samsung Electronics HCMC CE Complex,Negotiable,At office,Ho Chi Minh,"Embedded, C++, Linux, ","Attractive Salary & Benefit, Yearly Performance Bonus (2 Times/Year), Premium Health Insurance, "
"Senior Front-end Developer (JavaScript, Html, CSS)",Outpost24,Up to $2000,At office,Ha Noi,"TypeScript, ReactJS, JavaScript, ","Very competitive salary with 100% during probation, Creativity, innovation, and work-life balance, Flexible working hours, no overtime, "
"Embedded Project Management (MCU, C++)",Samsung Electronics HCMC CE Complex,Negotiable,At office,Ho Chi Minh,"Embedded, Project Manager, C++, ","Attractive Salary & Benefit, Yearly Performance Bonus (2 Times/Year), Premium Health Insurance, "
AI/Machine Learning Engineer (Middle Level),Samsung Electronics HCMC CE Complex,Negotiable,At office,Ho Chi Minh,"AI, SQL, Python, ","Attractive Salary & Benefit, Yearly Performance Bonus (2 Times/Year), Premium Health Insurance, "
"Sr. Developer – PowerApps, Azure, Power Platform",Liberty Insurance Limited,You'll love it,At office,Ho Chi Minh,".NET, Azure, JavaScript, ",
Quality Engineer,Trusting Social,You'll love it,At office,Ho Chi Minh,"Automation Test, Tester, ","Top Salary, Awesome Benefits, Premium healthcare for 3 members in family, Grab to work, Lunch allowance for all employee, "
Senior Full-Stack Web Developer,SkyDeck.ai,"1,500 - 4,000 USD",At office,Ho Chi Minh - Da Nang,"Python, AI, ",
Technical Support Engineer (IT Support),PAL TECH,You'll love it,At office,Ho Chi Minh,"IT Support, AWS, Linux, ",
System Engineer (DevSecOps Principle),PAL TECH,You'll love it,At office,Ho Chi Minh,"System Engineer, Linux, AWS, ",
"Network Engineer (Networking, AWS Cloud)",PAL TECH,You'll love it,At office,Ho Chi Minh,"Networking, AWS, Linux, ",
Senior Data Engineer,Techcombank,You'll love it,At office,Ha Noi - Ho Chi Minh,"Database, Python, Cloud, ",
Senior SAP ABAP Developer ( 6 month contract),Renesas Design Vietnam,You'll love it,Hybrid,Ho Chi Minh,"ABAP, SAP, ",
Java Developer (Senior/Middle),GTEL ICT,"600 - 2,000 USD",At office,Ha Noi,"Java, Spring, Spring Boot, ",
"Software Engineer - Integration Build (C, C++, Python)",LG Electronics Development Vietnam (LGEDV),"900 - 2,500 USD",At office,Ha Noi,"Embedded, C++, Python, ","Competitive salary & up-to 16-month income / year, Attractive allowances & benefits, Flexible working time with many company holidays, "
ETL Developer/ Data Engineer,LG CNS Việt Nam,You'll love it,At office,Ha Noi,"Python, Data Analyst, ","Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
Technical Expert (Semiconductor),Bosch Global Software Technologies Company Limited,You'll love it,At office,Ha Noi,"Software Architect, Solution Architect, ",
Backend Engineer (Python) - AGI,Trusting Social,You'll love it,At office,Ho Chi Minh,"Python, SQL, Database, ","Top Salary, Awesome Benefits, Premium healthcare for 3 members in family, Grab to work, Lunch allowance for all employee, "
"Middle Database Specialist (AWS, English)",Restaff – House Of Norway,"1,200 - 1,800 USD",At office,Ho Chi Minh,"Database, English, AWS, ",
Test Manager (in charge of Auto & Performance Test),MB Bank,You'll love it,At office,Ha Noi,"Manager, Automation Test, Tester, ",
QA Manager,MB Bank,You'll love it,At office,Ha Noi,"Manager, Tester, QA QC, ",
"Chuyên Gia, CVCC Data Scientist (AI, Big Data)",MB Bank,You'll love it,At office,Ha Noi,"Data Science, Big Data, AI, ",
Engineering Manager (Open for Expat),"MONEY FORWARD VIETNAM CO.,LTD",Very attractive salary,Hybrid,Ho Chi Minh,"Manager, Project Manager, Solution Architect, ","Hybrid working; Flexible time; Macbook Pro, L&D programs; 17 days off, 13.7 million B2C users; 140,000+ business customer, "
Lập trình viên AnyCUBE (.NET/.NET Core),VINX VIETNAM,You'll love it,At office,Ho Chi Minh,".NET, JavaScript, SQL, ",
"Senior Mobile Engineer (iOS Native, Swift)",KMS Technology,You'll love it,Hybrid,Ho Chi Minh,"iOS, Objective C, Swift, ",
Application Integration Engineer (Java),CESA Vietnam (part of CEVA Logistic),You'll love it,Hybrid,Ho Chi Minh,"Java, Cloud, English, ","Clear and progressive career path, Building large-scale products, Worldwide environment & work mobility, "
"【Đống Đa】Kỹ Sư Cầu Nối BrSE (N2, base IT)",Neos Việt Nam,"2,000 - 3,000 USD",At office,Ha Noi,"Bridge Engineer, AWS, Japanese, ",
"[HAN] Project Manager (Bridge Engineer, Japanese)",Hybrid Technologies,"2,500 - 3,000 USD",At office,Ha Noi,"Project Manager, Bridge Engineer, Japanese, ",
Ruby On Rails Engineer (Senior/Tech Lead),"MONEY FORWARD VIETNAM CO.,LTD",You'll love it,Hybrid,Ho Chi Minh,"Ruby on Rails, PostgreSql, MySQL, ","Hybrid working; 17 days off; Macbook Pro, Tailored L&D programs for your growth, No.1 market - 13.7 million B2C users in Japan, "
"Automation Test (Tester, QA QC)",MiTek Viet Nam,You'll love it,At office,Ho Chi Minh,"Automation Test, Tester, QA QC, ",
"Database Administrator (OracleDB, MS SQL, PostgreSQL)",Swisslog Vietnam,You'll love it,Hybrid,Ho Chi Minh,"Oracle, MySQL, ",
Nhân viên quản lý dự án CNTT,LG CNS Việt Nam,"500 - 1,000 USD",At office,Others,"IT Support, English, ","Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
"[HN] Sr. Frontend Dev (ReactJS, JavaScript/Typescript)","MONEY FORWARD VIETNAM CO.,LTD",You'll love it,Hybrid,Ha Noi - Ho Chi Minh,"ReactJS, TypeScript, JavaScript, ","Hybrid working; Flexible time; Macbook Pro, Full salary in probation; 17 days leave, Performance & Salary review: twice/year, "
Security Engineer/Consultant,LG CNS Việt Nam,"500 - 1,000 USD",At office,Ha Noi,"Security, English, ","Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
Senior UI/UX Designer (Edtech),DOL English,You'll love it,At office,Ho Chi Minh,"UI-UX, Product Designer, Designer, ","Môi trường tốt, cơ hội học hỏi và thăng tiến, Sản phẩm chất lượng, Lương top market, thưởng cao, "
Principal/Senior QA Engineer (Automation/Hybrid),"MONEY FORWARD VIETNAM CO.,LTD",You'll love it,Hybrid,Ho Chi Minh,"Automation Test, QA QC, Tester, ","Hybrid working; Flexible time; Macbook Pro, L&D programs; 17 days off, 13.7 million B2C users; 140,000+ business customer, "
"Data Engineer (SQL/NoSQL, AWS)",DNSE,"1,000 - 2,500 USD",At office,Ha Noi,"Data Warehousing, SQL, AWS, ",
Chuyên viên Quản lý dự án (PMO) - Khối CNTT,Sacombank,"1,200 - 4,000 USD",At office,Ho Chi Minh,"Project Manager, Scrum, IT Support, ","Ngân hàng TMCP hàng đầu, Cơ hội làm việc với đối tác, chuyên gia nước ngoài, Cơ hội được đào tạo, phát triển kỹ năng chuyên sâu, "
Middle/Senior/Lead Java Engineer,NAB Innovation Centre Vietnam,You'll love it,Hybrid,Ho Chi Minh - Ha Noi,"Java, Cloud, Spring, ","Very competitive remuneration package, Build products for millions of users in Australia, Hybrid and flexible working environment, "
Senior Automation Quality Control Engineer (QA QC),FuelCloud,You'll love it,At office,Ho Chi Minh,"QA QC, Automation Test, Tester, ",
"Senior Java API Engineer (AWS, Spring Boot) - Hanoi",TymeX,You'll love it,Hybrid,Ha Noi,"Java, Spring, AWS, ",
Kỹ Sư An Toàn Thông Tin (Security Engineer) - 13T Lương,Viettel Post (A Member of Viettel Group),You'll love it,At office,Ha Noi,"Security, System Engineer, Networking, ",
"Phó phòng – Phòng Kiểm thử và Đào tạo (QA QC, Tester)",HDBank,You'll love it,At office,Ho Chi Minh,"QA QC, Tester, Manager, ",
Java/Golang/Angular Developer (Middle/ Senior),OnePay,You'll love it,At office,Ha Noi,"Java, Angular, Golang, ",
"Java Fullstack Developer (Spring, English) Up to $2600",Integro Technologies,"1,500 - 2,600 USD",At office,Ha Noi,"Java, Spring, JavaScript, ","English Environment, Banking Domain, High Salary upto 2600$, "
"Project Manager (Software Development, SaaS Product)",HARAVAN,You'll love it,At office,Ho Chi Minh,"Project Manager, DevOps, Agile, ",
"Fullstack Engineer (NodeJS, ReactJS, Oracle)",MB Bank,"2,000 - 3,000 USD",At office,Ha Noi,"NodeJS, Oracle, ReactJS, ","Mức lương cạnh tranh, hấp dẫn, Môi trường làm việc chuyên nghiệp, thân thiện, Được làm việc với các hệ thống hiện đại, tiên tiến, "
"Backend Engineer (Java, Spring, MongoDb)",MB Bank,You'll love it,At office,Ha Noi,"Java, MongoDB, Spring, ","Mức lương cạnh tranh, hấp dẫn, Môi trường làm việc chuyên nghiệp, thân thiện, Được làm việc với các hệ thống hiện đại, tiên tiến, "
"Automation Software Tester (QA QC, Appium/ Selenium)",LARION,"800 - 1,100 USD",At office,Ho Chi Minh,"Tester, Automation Test, QA QC, ",
Automation Software Tester (Selenium/Java/Appium),Bosch Global Software Technologies Company Limited,You'll love it,At office,Ho Chi Minh,"Java, Automation Test, QA QC, ",
"[Junior] Operation Engineer (Linux, AWS)",Inceptionlabs,You'll love it,At office,Ho Chi Minh,"Linux, AWS, System Engineer, ","Great team, biannually bonus, Subsidies for IT & English courses, 14 days annual leave, 3 days sick leave, "
Quality Engineering Manager,NAB Innovation Centre Vietnam,You'll love it,Hybrid,Ho Chi Minh - Ha Noi,"QA QC, Manager, Automation Test, ","Very competitive remuneration package, Build products for millions of users in Australia, Hybrid and flexible working environment, "
"Technical Leader/ BrSE (.NET/Java, Japanese N2)",NEC Vietnam,Negotiable,Hybrid,Ho Chi Minh - Ha Noi,"Team Leader, Bridge Engineer, Project Manager, ","13th Salary + Excellent Bonus (Up to 5 months), Foreign Language Allowance (Up to 500USD/month), 19 days of paid leave + Premium Global Insurance, "
IT Auditor ISO 27001,SPS Vietnam,You'll love it,At office,Ho Chi Minh,"IT Support, QA QC, System Engineer, ",
Middle/Senior/Lead Java Developer (Spring),Endava Việt Nam,You'll love it,Hybrid,Ho Chi Minh,"Java, English, Spring, ","Valuing our people with competitive compensation, Supporting our people’s health and wellbeing, Empowering our people to grow and thrive, "
Mobile Application Developer (Android and iOS),Easybook.com,"1,000 - 2,000 USD",Remote,Ho Chi Minh,"iOS, Android, JSON, ",
Integration Developer (Ruby on Rails) - Fully Remote,VidCruiter,You'll love it,Remote,Ha Noi - Da Nang - Ho Chi Minh,"Ruby on Rails, Ruby, ",
"Java Engineer (Large-scale Microservices, AWS)",Collaboration Betters The World - B.O.T,Attractive packages,Hybrid,Ho Chi Minh,"Java, Spring, AWS, ",
Java Engineer (No English Required),Floating Cube Studios,"1,000 - 3,000 USD",At office,Ho Chi Minh,N/A,
"Senior Unity Engineer (C#, VR, AR)",Bootloader Studio,You'll love it,At office,Ho Chi Minh,"Unity, Games, C#, ",
"AI Engineer (PyTorch, TensorFlow)",LG CNS Việt Nam,"1,000 - 3,000 USD",At office,Ha Noi,"AI, TensorFlow, ","Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
[HN] Senior/ Principal Backend Engineer (Golang),"MONEY FORWARD VIETNAM CO.,LTD",You'll love it,Hybrid,Ha Noi,"Golang, Java, Database, ","Hybrid working; Flexible time; Macbook Pro, L&D programs; 17 days off, 13.7 million B2C users; 140,000+ business customer, "
"Software Engineer (C++, Junior/Middle/Senior Levels)",OPSWAT Software Vietnam,You'll love it,At office,Ho Chi Minh,"C++, Linux, OOP, ",
"Back-End Developer (C#, .NET, SQL)",LG CNS Việt Nam,You'll love it,At office,Ha Noi,"SQL, .NET, C#, ","Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
QA Tester (Up to $1500-Urgent),Ewoosoft Vietnam,"1,000 - 1,500 USD",At office,Ha Noi,N/A,
Backend Engineer (Go/Java) - DOP,Trusting Social,You'll love it,At office,Ho Chi Minh,"Golang, Security, Database, ","Top Salary, Awesome Benefits, Premium healthcare for 3 members in family, Grab to work, Lunch allowance for all employee, "
"Lead/Senior Fullstack Engineer (NodeJs,ReactJs)",Collaboration Betters The World (CBTW),You'll love it,Hybrid,Ho Chi Minh,"NodeJS, English, ReactJS, ","In-depth knowledge sharing sessions, Flexible in-office and remote work arrangements, ISO 27001 certified, "
DevOps/ Launch Specialist (Hybrid/Remote),Breadstack Technologies Inc,You'll love it,Remote,Ha Noi - Ho Chi Minh,"DevOps, Wordpress, ",
"Senior Fullstack Developer (Nodejs, Reactjs)",FWD VTC,You'll love it,Hybrid,Ho Chi Minh,"NodeJS, ReactJS, AWS, ",
"Mid / Senior Backend Dev, Python",MODEC,"1,500 - 4,500 USD",At office,Ho Chi Minh,"Python, MySQL, Django, ","First class software engineering culture, Greenfield product, real world problems, Dynamic start-up atmosphere, "
Business Analyst (Agile),South Telecom,Up to 20m,At office,Ho Chi Minh,N/A,"Chỉ làm T2-T6, nghỉ T7, chủ nhật, Thường xuyên có teambuilding, events, company trip, Lương, thưởng từ 3-4 tháng lương, "
Senior Automation Tester,Creative Force,You'll love it,At office,Ha Noi,"Automation Test, JavaScript, ",
