web-scraper-order,web-scraper-start-url,links-href,Name,Brand,Prices,CPU,GPU,RAM,ROM,Screen,Weight,Os_sys
347,https://laptopaz.vn/laptop-like-new.html,https://laptopaz.vn/moi-90-laptop-cu-hp-elitebook-840-g6-core-i5-8365u-8gb-256gb-uhd-graphics-14-fhd.html,"Laptop c? HP EliteBook 840 G6 (Core i5-8365U, 8GB, 256GB, UHD Graphics, 14'' FHD)",HP,7.490.000,Intel® Core™ i5-8365U,intel UHD Graphics 620,8GB DDR4,SSD 256GB NVMe,14 inch FHD IPS (1920x1080) ch?ng chói,1.44 kg,Windows 10
348,https://laptopaz.vn/laptop-like-new.html,https://laptopaz.vn/like-new-laptop-hp-elitebook-840-g6-core-i7-8665u-8gb-256gb-uhd-graphics-14-fhd.html,"Laptop c? HP EliteBook 840 G6 (Core i7-8665U, 8GB, 256GB, UHD Graphics, 14'' FHD)",HP,8.490.000,Intel® Core™ i7-8665U,intel UHD Graphics 620,8GB DDR4,SSD 256GB NVMe,14 inch FHD IPS (1920x1080) ch?ng chói,1.44 kg,Windows 10
349,https://laptopaz.vn/laptop-like-new.html,https://laptopaz.vn/like-new-dell-latitude-9520-core-i7-1185g7-32gb-256gb-iris-xe-15quot-fhd-ips.html,"[Like New] Dell Latitude 9520 (Core i7-1185G7, 32GB, 256GB, Iris Xe, 15"" FHD IPS)",Dell,15.890.000,"Intel® Core™ i7-1185G7, vPro® (12 MB cache, 4 cores, 8 threads, 3.00 GHz to 4.80 GHz Turbo)",Iris Xe Graphics,"32GB LPDDR4x, 4266 MHz",SSD 256GB,"15? IPS Full HD 1920*1080 – Anti-Glare, 400 Nits",1.4kg,Windows
350,https://laptopaz.vn/laptop-like-new.html,https://laptopaz.vn/like-new-dell-latitude-5420-core-i5-1145g7-8gb-256gb-iris-xe-14.0-inch-fhd-ips.html,"[Like New] Dell Latitude 5420 (Core i5-1145G7, 8GB, 256GB, Iris Xe, 14.0 inch FHD IPS)",Dell,,Core i5-1145G7 2.60GHz up to 4.40GHz/ 8 MB Intel® Smart Cache,Iris Xe Graphics,8GB DDR4,SSD 512GB,"14.0 inch FHD (1920x1080) Non-Touch, Anti-Glare, 250nits",1.37kg,Windows b?n quy?n
351,https://laptopaz.vn/laptop-like-new.html,https://laptopaz.vn/like-new-dell-latitude-7410-core-i5-10310u-16gb-256gb-intel-uhd-graphics-14.0-inch-fhd-ips.html,"[Like New] Dell Latitude 7410 (Core i5-10310U, 16GB, 256GB, Intel® UHD Graphics, 14.0 inch FHD IPS)",Dell,8.490.000,Intel® Core™ i5- 10310U,Intel UHD Graphics,16GB DDR4 Onbroad,SSD 256GB,14.0 inch FHD IPS,1.47 kg,Windows 10 b?n quy?n
352,https://laptopaz.vn/laptop-like-new.html,https://laptopaz.vn/like-new-dell-latitude-7420-core-i5-1135g7-16gb-256gb-iris-xe-14.0quot-fhd-ips.html,"[Like New] Dell Latitude 7420 (Core i5-1135G7, 16GB, 256GB, Iris Xe, 14.0"" FHD IPS)",Dell,9.490.000,"Intel Core i5-1145G7 4C-8T, 2.6GHz upto 4.4GHz, 8MB Cache",Iris Xe Graphics,16GB LPDDR4x 3733MHz,SSD 512GB,"14 inch FHD (1920×1080) AG, SLP, Non-Touch, ComfortView Plus, WVA, 400nits",1.31kg,Windows
353,https://laptopaz.vn/laptop-like-new.html,https://laptopaz.vn/like-new-dell-latitude-7420-core-i7-1185g7-16gb-512gb-iris-xe-14.0quot-fhd-ips.html,"[Like New] Dell Latitude 7420 (Core i7-1185G7, 16GB, 512GB, Iris Xe, 14.0"" FHD IPS)",Dell,10.690.000,"Intel® Core™ i7-1185G7 (3.00GHz up to 4.80GHz, 12MB Cache)",Iris Xe Graphics,16GB LPDDR4 Onbroad,SSD 512GB,"14 inch FHD (1920×1080) AG, SLP, Non-Touch, ComfortView Plus, WVA, 400nits",1.31kg,Windows
354,https://laptopaz.vn/laptop-like-new.html,https://laptopaz.vn/like-new-dell-latitude-7420-core-i7-1185g7-16gb-512gb-iris-xe-graphics-14.0quot-fhd-ips.html,"[Like New] Dell Latitude 7420 (Core i7-1185G7, 16GB, 512GB, Iris Xe Graphics, 14.0"" FHD)",Dell,11.090.000,"Intel® Core™ i7-1185G7 (3.00GHz up to 4.80GHz, 12MB Cache)",Iris Xe Graphics,16GB LPDDR4 Onbroad,SSD 512GB,"14 inch FHD (1920×1080) AG, SLP, Non-Touch, ComfortView Plus, WVA, 400nits",1.31kg,Windows
355,https://laptopaz.vn/laptop-like-new.html,https://laptopaz.vn/like-new-dell-latitude-5420-core-i5-1145g7-8gb-512gb-iris-xe-14.0-inch-fhd-ips.html,"[Like New] Dell Latitude 5420 (Core i5-1145G7, 8GB, 512GB, Iris Xe, 14.0 inch FHD IPS)",Dell,9.990.000,Core i5-1145G7 2.60GHz up to 4.40GHz/ 8 MB Intel® Smart Cache,Iris Xe Graphics,8GB DDR4,SSD 512GB,"14.0 inch FHD (1920x1080) Non-Touch, Anti-Glare, 250nits",1.37kg,Windows b?n quy?n
356,https://laptopaz.vn/laptop-like-new.html,https://laptopaz.vn/like-new-dell-latitude-7430-core-i7-1265u-16gb-256gb-iris-xe-14.0quot-fhd.html,"[Like New] Dell Latitude 7430 (Core i7-1265U, 16GB, 256GB, Iris Xe, 14.0"" FHD)",Dell,13.990.000,"12th Generation Intel® Core™ i7 1265U Processor Base Frequency 3.50GHz, Max Turbo 4.70GHz ( 10 Cores, 12 Threads, 12MB Smart Cache)",Iris Xe Graphics,"16GB DDR4, 3200 MHz",SSD 256GB M2 PCIe NVMe,"14-inch, FHD 1920 x 1080, 60 Hz, anti-glare, 45% NTSC, 250 nits, wide-viewing angle, narrow bent",1.44 kg,Windows
357,https://laptopaz.vn/laptop-like-new.html,https://laptopaz.vn/like-new-asus-tuf-gaming-f15-fx506-core-i5-10300h-16gb-512gb-gtx-1650-15.6-fhd-144hz.html,"[Like New] Asus TUF Gaming F15 FX506 (Core i5 - 10300H, 16GB, 512GB, GTX 1650, 15.6? FHD 144Hz)",Asus,11.990.000,Core i5 - 10300H,NVIDIA GTX 1650,16GB DDR4,SSD 512GB,15.6 inch FHD IPS 144Hz,2.2 kg,Windows 10 b?n quy?n
358,https://laptopaz.vn/laptop-like-new.html,https://laptopaz.vn/new-outlet-dell-inspiron-14-plus-7430-core-i7-13620h-16gb-1tb-intel-graphics-14quot-2.5k.html,"[New Outlet] Dell Inspiron 14 Plus 7430 (Core i7-13620H, 16GB, 1TB, Intel Graphics, 14"" 2.5K)",Dell,17.690.000,"13th Generation Intel® Core™ i7-13620H (10 cores, 16Threads, 3.6GHz Up to 4.9GHz, 24 MB Intel® Smart Cache)",Intel® Graphics,"16GB, LPDDR5 4800MHz","1 TB, M.2, PCIe NVMe, SSD","14.0"" 16:10 2.5K (2560 x 1600) 90Hz Anti-Glare Non-Touch 300nits WVA Display w/ ComfortView Plus",1.66 kg,Windows 11 b?n quy?n
359,https://laptopaz.vn/laptop-like-new.html,https://laptopaz.vn/laptop-dell-latitude-5400-core-i5-8250u-ram-8gb-ssd-256gb-vga-intel-uhd-graphics-620-14.0-inch-fhd-ips.html,"[Like New] Dell Latitude 5400 (Core i5-8265U, 8GB, 256GB, VGA Intel UHD Graphics 620, 14.0 inch FHD)",Dell,6.490.000,Intel® Core™ i5- 8365U,Intel UHD Graphics 620,8GB DDR4 Bus 2666MHz,SSD 256GB,14.0 inch FHD,1.48 kg,Windows 10 b?n quy?n
360,https://laptopaz.vn/laptop-like-new.html,https://laptopaz.vn/like-new-dell-latitude-7400-core-i7-8665u-16gb-256gb-vga-intel-uhd-graphics-620-14.0-fhd-ips.html,"[Like New] Dell Latitude 7400 (Core i7-8665U, 16GB, 256GB, VGA Intel UHD Graphics 620, 14.0 FHD IPS)",Dell,8.190.000,Intel Core i7-8665U,Intel Graphics UHD 620,16GB DDR4 2600MHz,256GB SSD,14.0 inch FHD IPS,1.4 kg,Windows 10 b?n quy?n
361,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-cu-dell-vostro-v3549-core-i5-5200u-ram-4gb-hdd-500gb-vga-2gb-nvidia-geforce-820m-156-inch.html,"Laptop c? Dell Vostro V3549 (Core i5-5200U, 4GB, 500GB, VGA 2GB Nvidia Geforce 820M, 15.6 inch)",,8.690.000,,,,,,,
362,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-dell-inspiron-n5559-core-i7-6500u-ram-8gb-hdd-1tb-vga-2gb-amd-radeon-r5-m335-156-inch-led-hd.html,"Laptop Dell Inspiron N5559 (Core i7-6500U, 8GB, 1TB, VGA 2GB AMD Radeon R5 M335, 15.6 inch LED HD)",,12.390.000,,,,,,,
363,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-dell-xps-9560-core-i7-7700hq-ram-16gb-ssd-512gb-vga-nvidia-gtx-1050-15.6-inch-4k-ips.html,"[M?i 99%] Dell XPS 9560 (Core i7-7700HQ, 16GB, 512GB, VGA NVIDIA GTX 1050, 15.6 inch 4K IPS)",Dell,27.890.000,Intel® Core™ i7-7700HQ,NVIDIA GTX 1050,16GB DDR4,SSD 512GB,15.6 inch 4K IPS,1.4 kg,Windows 10 b?n quy?n
364,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-dell-precision-m2800-moi-99.html,Laptop DELL PRECISION M2800 – WORKSTATION m?i 99%,Dell,,Intel® Core™ i7-4800HQ,AMD Firepro W417M,8GB DDR3 Bus 1600MHz,SSD 256GB,15.6 inch FH,2.45 kg,"Windows 7,8,10"
365,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/lenovo-thinkpad-p1-core-i7-8750h-8gb-256gb-quadro-p1000-4gb-15.6-fhd-ips.html,"(M?i 99%) LENOVO THINKPAD P1 Core i7-8750H, 8GB, 256GB, Quadro P1000 4GB, 15.6 FHD IPS",Lenovo,,Intel® Core™ i7-8750H,Intel HD Quadro P1000 4GB,8GB DDR4 Bus 2666MHz,SSD 256GB M2 PCIe,15.6 Inch FHD IPS 300nits,1.7 kg,Windows 10 b?n quy?n
366,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-lenovo-thinkpad-p53-core-i7-9750h-ram-16gb-ssd-256gb-nvidia-quadro-t2000-15.6-fhd-ips-moi-100.html,"[M?I 99%]Laptop Lenovo Thinkpad P53 (Core i7-9750H, 16GB, 256GB, NVIDIA Quadro T2000, 15.6 FHD IPS)",Lenovo,,Intel® Core™ i7- 9750H,NVIDIA Quadro T2000,16GB DDR4,SSD 256GB,15.6 FHD IPS,1.79 kg,Windows 10
367,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-dell-xps-9560-core-i7-7700hq-ram-16gb-ssd-512gb-vga-nvidia-gtx-1050-15.6-fhd-ips.html,"[M?i 99%] Dell XPS 9560 Core i7-7700HQ, 8GB, 256GB, GTX 1050, 15.6 FHD IPS",Dell,23.890.000,Intel® Core™ i7-7700HQ,NVIDIA GTX 1050,8GB DDR4,SSD 256GB,15.6 inch FHD (1920x1080),1.4 kg,Windows 10 b?n quy?n
368,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-cu-dell-precision-7710-core-i7-6820hq-ram-16gb-ssd-512gb-quadro-m3000m-17.3-inch-fhd.html,"(M?i 99%) Laptop Dell Precision 7710 - Core i7 6820HQ, 16GB, 512GB, Quadro M3000M, 17.3 inch FHD",Dell,24.890.000,Intel® Core™ i7-6820HQ,Intel HD Quadro M3000M 4GB,16GB DDR4 Bus 2133MHz,SSD 512GB,17.3 inch FHD,3.2 kg,Windows 10 b?n quy?n
369,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/moi-99-laptop-dell-xps-13-9380-core-i7-8565u-ram-8gb-ssd-256gb-vga-intel-hd-grapics-620-13.3-inch-3k-ips.html,"[M?i 99%] Dell XPS 13-9380 (Core i7-8565U, 8GB, 256GB, VGA Intel HD Grapics 620, 13.3 inch FHD)",Dell,24.890.000,Intel® Core™ i7-8565U,Intel HD Graphics UHD,8GB DDR4 Bus 2400MHz,SSD 256GB,13.3 Inch 3K IPS,1.2 kg,"Windows 7,8,10"
370,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-dell-inspiron-n3576-core-i5-8250u-ram-4gb-hdd-1tb-vga-2gb-amd-radeon-520-15.6-inch.html,"[M?i 99%] Laptop Dell Inspiron N3576 (Core i5-8250U, 4GB, 1TB, VGA 2GB AMD Radeon 520, 15.6 inch)",Dell,,Intel® Core™ i5-8250U,AMD Radeon 520,4GB DDR3 Bus 1600MHz,HDD 1TB,15.6 inch FHD IPS,2.4 kg,Windows 10 b?n quy?n
371,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-dell-xps-13-9350-core-i7-6500u-ram-8gb-ssd-256gb-vga-intel-hd-grapics-520-13.3-inch-3k-ips-cam-ung.html,"Laptop Dell XPS 13-9350 (Core i7-6500U, 8GB, 256GB, VGA Intel HD Grapics 520, 13.3 inch 3K IPS c?m ?ng",Dell,17.890.000,Core i7-6500U,Intel HD Graphics 520,8GB DDR3,SSD 256GB,13.3 inch 3K c?m ?ng,1.3 kg,Windows 10 Home b?n quy?n
372,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/moi-99-laptop-dell-xps-13-9380-core-i7-8565u-ram-8gb-ssd-256gb-vga-intel-hd-grapics-620-13.3-inch-4k-touch.html,"[M?i 99%] Laptop Dell XPS 13-9380 (Core i7-8565U, 8GB, 256GB, VGA Intel HD Grapics 620, 13.3 inch 4K Touch)",Dell,26.890.000,Intel® Core™ i7-8565U,Intel HD Graphics 620,8GB DDR4 Bus 2400MHz,SSD 256GB,13.3 Inch 4K Touch,1.2 kg,"Windows 7,8,10"
373,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-cu-dell-precision-7710-core-i7-6820hq-ram-16gb-ssd-512gb-quadro-m4000m-17.3-inch-fhd.html,"(M?i 99%) Laptop Dell Precision 7710 - Core i7 6820HQ, 16GB, 512GB, Quadro M4000M, 17.3 inch FHD",Dell,25.890.000,Intel® Core™ i7-6820HQ,Intel HD Quadro M4000M 4GB,16GB DDR4 Bus 2133MHz,SSD 512GB,17.3 inch FHD,3.2 kg,Windows 10 b?n quy?n
374,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-dell-precision-7710-core-i7-6920hq-16gb-512gb-quadro-m4000m-17.3-inch-fhd.html,"( M?i 99%) Laptop Dell Precision 7710 - Core i7 6920HQ, 16GB, 512GB, Quadro M4000M, 17.3 inch FHD",Dell,26.890.000,Intel® Core™ i7-6920HQ,Intel HD Quadro M4000M,16GB DDR4 Bus 2133MHz,SSD 512GB,17.3 inch FHD,3.2 kg,Windows 10 b?n quy?n
375,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/lenovo-thinkpad-p15-intel-core-i5-10400h-ram-8gb-ssd-256gb-nvidia-quadro-t1000-4gb-15.6-inch-fhd-ips.html,"Lenovo ThinkPad P15 (Core i5-10400H, 8GB, 256GB, NVIDIA® Quadro® T1000 4GB, 15.6"" FHD IPS)",Lenovo,,Intel® Core™ i5-10400H,NVIDIA Quadro T1000 4GB,8GB DDR4 Bus 2933MHz,SSD 256 GB,15.6 Inch FHD IPS,2.5Kg,Windows 10 b?n quy?n
376,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-cu-dell-latitude-e7270-core-i5-6300u-4gb-128gb-intel-hd-520-12.5-fhd.html,"[Like New] Dell Latitude E7270 Core i5-6300U, 4GB, 128GB, Intel HD 520, 12.5 FHD",Dell,8.190.000,Intel® Core™ i5-6300U,intel HD 520,4GB DDR4,SSD 128GB,12.5 icnh Full HD,1.26kg,Windows 10
377,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-cu-dell-latitude-e7280-core-i5-6300u-8gb-256gb-vga-intel-uhd-graphics-12.5-inch-fhd.html,"[Like New] Dell Latitude E7280 (Core i5-6300U, 8GB, 256GB, VGA Intel UHD Graphics, 12.5 inch FHD)",Dell,,Intel® Core™ i5-6300U,intel UHD Graphics,8GB DDR4,SSD 256GB,12.0 icnh FHD 1920x1080,1.26 kg,Windows 10
378,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-hp-elitebook-840-g3-core-i5-6200u-ram-8gb-ssd-256gb-vga-intel-hd-graphics-520-14-inch-fhd.html,"[Like New] HP EliteBook 840 G3 (Core i5-6200U, 8GB, 256GB, VGA Intel HD Graphics 520, 14' FHD)",HP,9.890.000,Intel® Core™ i5-6200U,intel UHD Graphics 520,8GB DDR4 Bus 2133,SSD 256GB,14.0 icnh FHD (1920x1080),1.7 kg,Windows 10
379,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-dell-inspiron-n7460-core-i7-7500u-ram-8gb-hdd-1tb-vga-2gb-nvidia-geforce-940mx-140-inch-fhd-ips.html,"Laptop Dell Inspiron N7460 (Core i7-7500U, 8GB, 128GB + 1TB, VGA 2GB NVIDIA 940MX, 14.0 inch FHD + IPS)",,15.290.000,,,,,,,
380,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-dell-xps-9570-core-i7-8750h-ram-16gb-ssd-512gb-vga-nvidia-gtx-1050ti-15.6-inch-fhd-ips.html,"[M?i 99%] Laptop Dell XPS 9570 (Core i7-8750H, 16GB, 512GB, VGA NVIDIA GTX 1050Ti, 15.6 inch FHD IPS)",Dell,27.890.000,Intel® Core™ i7-8750H,NVIDIA GTX 1050Ti 4GB,16GB DDR4 Bus 2666,SSD 512GB NVMe,15.6 inch FHD (1920x1080),2.0 kg,Windows 10 b?n quy?n
381,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-dell-xps-13-9370-core-i7-8550u-ram-16gb-ssd-512gb-vga-intel-uhd-graphics-620-13.3-inch-4k-cam-ung.html,"[M?i 99%] Laptop Dell XPS 13 9370 (Core i7-8550U, 16GB, 512GB, intel UHD Graphics 620, 13.3 inch 4K C?m ?ng)",Dell,13.990.000,Intel® Core™ i7-8550U,Intel UHD Graphics 620,16GB LPDDR3 1866MHz,SSD 512GB,13.3 inch 4K (3840x2160),1.2 kg,Windows 10 b?n quy?n
382,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-dell-latitude-e7270-i5-6200u-8gb-ssd-240gb-intel-hd-52-12.5-hd.html,"[Like New] Dell Latitude E7270 Core i5-6200U, 8GB, 256GB, Intel HD 520, 12.5 HD",Dell,8.390.000,Intel® Core™ i5-6200U,intel HD 520,8GB DDR4,SSD 256GB,12.5 icnh HD (1366x768),1.26kg,Windows 10
383,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-dell-latitude-e6440-core-i5-4200m-ram-4gb-ssd-120gb-vga-intel-hd-graphics-4600-14.0.html,"Laptop Dell Latitude E6440 (Core i5 4200M, 4GB, 120GB, VGA Intel HD Graphics, 14 HD)",Dell,7.890.000,Intel® Core™ i5-4200U,Intel HD Graphics 4600,4GB DDR3 Bus 1600MHz,SSD 120GB,14.0 Inch LED HD,2.5 kg,Windows 10 b?n quy?n
384,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/moi-99-laptop-dell-precision-5540-core-i7-9750h-16gb-512gb-t1000-15.6quot-fhd-ips.html,"[Like New] Laptop Dell Precision 5540 (Core i7-9750H, 16GB, 512GB, T1000, 15.6"" FHD IPS)",Dell,15.890.000,Intel® Core™ i7-9750H,Nvidia Quadro T1000,16GB DDR4 Bus 2133MHz,SSD 512GB,15.6 Inch FHD IPS,2.79 kg,Windows 10 b?n quy?n
385,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/moi-99-laptop-hp-zbook-15-g5-xeon-e-2186m-ram-32gb-ssd-512gb-vga-4gb-nvidia-p2000-15.6-inch-fhd.html,"[M?i 99%] Laptop HP Zbook 15 G5 (Xeon E-2186M, 16GB, 512GB, VGA 4GB NVIDIA P2000, 15.6 FHD IPS)",HP,29.890.000,Intel® XEON™ E - 2186M,NVIDIA Quadro P2000 4GB,16GB,SSD 512GB,15.6 inch FHD,2.73 kg,Windows 10 b?n quy?n
386,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/moi-99-laptop-dell-xps-9570-core-i7-8750h-ram-16gb-ssd-512gb-vga-gtx-1050ti-15.6-4k-touch.html,"[M?i 99%] Laptop Dell XPS 9570 (Core i7-8750H, 16GB, 512GB, VGA GTX 1050Ti, 15.6' 4K touch)",Dell,29.890.000,Intel® Core™ i7-8750H,NVIDIA GTX 1050Ti 4GB,16GB DDR4 Bus 2666,SSD 512GB NVMe,15.6 inch 4K Touch,2.0 kg,Windows 10 b?n quy?n
387,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-dell-latitude-e5490-core-i5-8350u-8gb-256gb-vga-intel-uhd-graphics-620-14-inch-fhd-ips.html,"Laptop Dell Latitude E5490 (Core i5-8350U, 8GB, 256GB, VGA Intel UHD Graphics 620, 14 inch FHD IPS)",Dell,7.390.000,Intel® Core™ i5-8350U,Intel UHD Graphics 620,8GB,SSD 256GB,14.0 Inch FHD,1.8 kg,Windows 10 b?n quy?n
388,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-dell-xps-9500-2020-core-i7-10750h-ram-16gb-ssd-512gb-vga-nvidia-gtx-1650ti-15.6-inch-fhd-ips.html,"[M?i 99%] Laptop Dell XPS 9500 2020 (Core i7-10750H, 16GB, 512GB, VGA NVIDIA GTX 1650Ti, 15.6 inch FHD IPS)",Dell,41.790.000,Intel® Core™ i7-10750H,NVIDIA GTX 1650Ti 4GB,16GB DDR4 Bus 2666,SSD 256GB NVMe,15.6 inch FHD (1920x1080),1.83 kg,Windows 10 b?n quy?n
389,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-cu-hp-zbook-15-g2-core-i7-4810mq-ram-8gb-ssd-256gb-vga-2gb-nvidia-k2100m-15.6-inch-fhd.html,"[Like New] HP Zbook 15 G2 (Core i7-4810MQ, 8GB, 256GB, VGA NVIDIA K2100M, 15.6 inch FHD)",HP,,Intel® Core™ i7-4810MQ,NVIDIA Quadro K2100M,8GB PC3 bus 1600MHz,SSD 256GB,15.6 inch FHD,2.73 kg,Windows 10 b?n quy?n
390,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/lenovo-thinkpad-p50-core-i7-6820hq-16gb-512gb-vga-nvidia-quadro-m2000m-15.6-inch-fhd-ips.html,"[Like New] LENOVO THINKPAD P50 (Core i7-6820HQ, 16GB, 512GB, Quadro M2000M, 15.6 FHD IPS)",Lenovo,20.490.000,Intel® Core™ i7-6820HQ,NVIDIA Quadro M2000M,16GB DDR4,SSD 512GB NVMe,15.6 Inch FHD IPS,2.67 kg,Windows 10
391,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/moi-100-lenovo-thinkpad-p1-core-i7-8750h-8gb-256gb-quadro-p1000-4gb-15.6-fhd-ips.html,"[M?i 99%] LENOVO THINKPAD P1 Core i7-8750H, 8GB, 256GB, Quadro P1000 4GB, 15.6 FHD IPS",Lenovo,33.500.000,Intel® Core™ i7-8750H,Intel HD Quadro P1000 4GB,8GB DDR4 Bus 2666MHz,SSD 256GB M2 PCIe,15.6 Inch FHD IPS 300nits,1.7 kg,Windows 10 b?n quy?n
392,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/moi-100-lenovo-thinkpad-p1-core-i7-8750h-16gb-512gb-quadro-p2000-4gb-15.6-fhd-ips.html,"[M?i 99%] LENOVO THINKPAD P1 Core i7-8750H, 16GB, 512GB, Quadro P2000 4GB, 15.6 FHD IPS",Lenovo,33.500.000,Intel® Core™ i7-8750H,Intel HD Quadro P2000 4GB,16GB DDR4 Bus 2666MHz,SSD 512GB M2 PCIe,15.6 Inch FHD IPS 300nits,1.7 kg,Windows 10 b?n quy?n
393,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/moi-100-lenovo-thinkpad-p1-core-i7-8750h-16gb-512gb-quadro-p2000-4gb-15.6-4k-ips.html,"[M?i 99%] LENOVO THINKPAD P1 Core i7-8750H, 16GB, 512GB, Quadro P2000 4GB, 15.6 4K IPS",Lenovo,39.800.000,Intel® Core™ i7-8750H,Intel HD Quadro P2000 4GB,16GB DDR4 Bus 2666MHz,SSD 512GB M2 PCIe,15.6 Inch 4K IPS 400nits,1.7 kg,Windows 10 b?n quy?n
394,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/moi-99-dell-latitude-7390-core-i5-8350u-8gb-256gb-vga-intel-uhd-graphics-620-13.3-fhd-ips.html,"[M?i 99%] Dell Latitude 7390 (Core i5-8350U, 8GB, 256GB, VGA Intel UHD Graphics 620, 13.3 FHD IPS)",Dell,,,,,,,,
395,https://laptopaz.vn/laptop-like-new.html?page=2,https://laptopaz.vn/laptop-cu-dell-vostro-v5468-core-i5-7200u-4gb-128gb-ssd-geforce-940mx-14.0-inch.html,"[Like New] Dell Vostro V5468 (Core i5-7200U, 4GB, 128GB, Geforce 940MX, 14.0 inch)",Dell,12.290.000,Intel® Core™ i5-7200U,Geforce 940MX,4GB DDR4 Bus 2400MHz,SSD 128GB,14.0 Inch HD LED,1.8 kg,"Windows 8,10"
